"ModelID","CCLEName","TissueOrigin","DepmapModelType","OncotreeLineage","OncotreePrimaryDisease","OncotreeSubtype","OncotreeCode","PrimaryOrMetastasis","Age","AgeCategory","Sex","PatientRace"
"ACH-002256","KARPAS45_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"TLL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL","",2,"Pediatric","Male",""
"ACH-002257","KINGS1_CENTRAL_NERVOUS_SYSTEM",NA,"AASTR","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","AASTR","Primary",67,"Adult","Male",""
"ACH-002258","KMOE2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",2,"Pediatric","Female",""
"ACH-002259","KNS81FD_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",65,"Adult","Male",""
"ACH-002261","KPNYS_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","",4,"Pediatric","Male",""
"ACH-002262","KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AMML","Myeloid","Acute Myeloid Leukemia","Acute Myelomonocytic Leukemia","AMML","Primary",28,"Adult","Male",""
"ACH-002263","KYSE220_OESOPHAGUS",NA,"ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","Primary",78,"Adult","Male",""
"ACH-002264","KYSE50_OESOPHAGUS",NA,"ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","Primary",58,"Adult","Male",""
"ACH-002265","LB771HNC_UPPER_AERODIGESTIVE_TRACT",NA,"HNSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC","Primary",NA,"Unknown","Male",""
"ACH-002266","LB831BLC_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",65,"Adult","Male",""
"ACH-002267","LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",13,"Pediatric","Female",""
"ACH-002268","LN405_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",61,"Adult","Female",""
"ACH-002269","LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM",NA,"ASTR","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR","Primary",60,"Adult","Male",""
"ACH-002270","MCCAR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ZLYMB","B lymphoblast","Non-Cancerous","B lymphoblast","","",81,"Adult","Male",""
"ACH-002271","MFHINO_SOFT_TISSUE",NA,"MFH","Soft Tissue","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","MFH","",45,"Adult","Female",""
"ACH-002272","MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MBN","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","MBN","",7,"Pediatric","Male",""
"ACH-002273","ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",26,"Adult","Male",""
"ACH-002274","MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HCL","Lymphoid","Mature B-Cell Neoplasms","Hairy Cell Leukemia","HCL","Primary",32,"Adult","Female",""
"ACH-002275","MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","",20,"Adult","Male",""
"ACH-002276","MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ALAL","Myeloid","Acute Leukemias of Ambiguous Lineage","Acute Leukemias of Ambiguous Lineage","ALAL","",52,"Adult","Female",""
"ACH-002277","NBTU110_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",1,"Pediatric","Female",""
"ACH-002278","NB10_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",2,"Pediatric","Male",""
"ACH-002279","NB12_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",0,"Pediatric","Female",""
"ACH-002280","NB13_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",1,"Pediatric","Male",""
"ACH-002281","NB14_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",1,"Pediatric","Female",""
"ACH-002282","NB17_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",1,"Pediatric","Female",""
"ACH-002283","NB5_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",2,"Pediatric","Female",""
"ACH-002284","NB6_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",NA,"Unknown","Male",""
"ACH-002285","NB7_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",0,"Pediatric","Male",""
"ACH-002286","NCIH128_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",60,"Adult","Male",""
"ACH-002287","NCIH630_LARGE_INTESTINE",NA,"COADREAD","Bowel","Colorectal Adenocarcinoma","Colorectal Adenocarcinoma","COADREAD","Primary",NA,"Unknown","Unknown",""
"ACH-002288","NEC8_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Primary",24,"Adult","Male",""
"ACH-002289","NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"NKCLL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL","",50,"Adult","Male",""
"ACH-002290","NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",33,"Adult","Male",""
"ACH-002291","NTERA2CLD1_TESTIS",NA,"EMBCA","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","EMBCA","Metastatic",22,"Adult","Male",""
"ACH-002292","OACP4C_OESOPHAGUS",NA,"ESCA","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ESCA","",55,"Adult","Male",""
"ACH-002293","P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","",8,"Pediatric","Male",""
"ACH-002294","PCI15A_UPPER_AERODIGESTIVE_TRACT",NA,"HPHSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Hypopharynx Squamous Cell Carcinoma","HPHSC","",69,"Adult","Male",""
"ACH-002295","PCI30_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",54,"Adult","Male",""
"ACH-002296","PCI38_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",56,"Adult","Male",""
"ACH-002297","PCI4B_UPPER_AERODIGESTIVE_TRACT",NA,"LXSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC","Metastatic",51,"Adult","Male",""
"ACH-002298","PCI6A_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",81,"Adult","Male",""
"ACH-002299","QIMRWIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",69,"Adult","Female",""
"ACH-002300","RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Unknown",3,"Pediatric","Male","caucasian"
"ACH-002301","RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"NHL","Lymphoid","Non-Hodgkin Lymphoma","Non-Hodgkin Lymphoma","NHL","",62,"Adult","Male",""
"ACH-002302","RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"CMLBCRABL1","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","CMLBCRABL1","Primary",51,"Adult","Female",""
"ACH-002304","SKMG1_CENTRAL_NERVOUS_SYSTEM",NA,"ASTR","CNS/Brain","Diffuse Glioma","Astrocytoma","ASTR","Unknown",NA,"Unknown","Unknown",""
"ACH-002305","SKN3_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",NA,"Unknown","Unknown",""
"ACH-002306","STS0421_SOFT_TISSUE",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","",NA,"Unknown","Unknown",""
"ACH-002307","SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MBN","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","MBN","",NA,"Unknown","Male",""
"ACH-002308","SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",15,"Pediatric","Female",""
"ACH-002309","SW684_SOFT_TISSUE",NA,"FIBS","Soft Tissue","Fibrosarcoma","Fibrosarcoma","FIBS","",68,"Adult","Male",""
"ACH-002310","SW872_SOFT_TISSUE",NA,"LIPO","Soft Tissue","Liposarcoma","Liposarcoma","LIPO","",36,"Adult","Male",""
"ACH-002311","TE12_OESOPHAGUS",NA,"ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","",NA,"Unknown","Unknown",""
"ACH-002312","TGBC24TKB_BILIARY_TRACT",NA,"GBAD","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","GBAD","Metastatic",NA,"Unknown","Female",""
"ACH-002313","TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"MBN","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","MBN","",80,"Adult","Female",""
"ACH-002314","TUR_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AMOL","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","AMOL","",37,"Adult","Male","caucasian"
"ACH-002316","WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HSP","Myeloid","Hereditary Spherocytosis","Spherocytosis","","",5,"Pediatric","Male",""
"ACH-002317","YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"NKCLL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","NKCLL","",15,"Pediatric","Male",""
"ACH-002320","600MPE_BREAST",NA,"BRCNOS","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS","Metastatic",46,"Adult","Female",""
"ACH-002321","HBL100_BREAST",NA,"ZIMMBR","Breast","Non-Cancerous","Immortalized Breast Cells","","",NA,"Unknown","Unknown",""
"ACH-002322","HCC2185_BREAST",NA,"ILC","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC","Metastatic",49,"Adult","Female",""
"ACH-002323","HCC2688_BREAST",NA,"DCIS","Breast","Breast Ductal Carcinoma In Situ","Breast Ductal Carcinoma In Situ","DCIS","",NA,"Unknown","Female",""
"ACH-002324","HCC3153_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","",NA,"Unknown","Female",""
"ACH-002326","MACLS2_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",47,"Adult","Female",""
"ACH-002327","MCF12A_BREAST",NA,"ZIMMBR","Breast","Non-Cancerous","Immortalized Breast Cells","","",63,"Adult","Female",""
"ACH-002328","MX1_BREAST",NA,"BNNOS","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","BNNOS","",29,"Adult","Female",""
"ACH-002329","SKBR5_BREAST",NA,"BNNOS","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","BNNOS","",NA,"Unknown","Female",""
"ACH-002330","SKBR7_BREAST",NA,"BNNOS","Breast","Breast Neoplasm, NOS","Breast Neoplasm, NOS","BNNOS","",NA,"Unknown","Female",""
"ACH-002331","ZR75B_BREAST",NA,"BRCNOS","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","BRCNOS","Metastatic",63,"Adult","Female",""
"ACH-002332","GISTT1_STOMACH",NA,"GIST","Soft Tissue","Gastrointestinal Stromal Tumor","Gastrointestinal Stromal Tumor","GIST","Metastatic",47,"Adult","Female",""
"ACH-002333","HCC827GR_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","",39,"Adult","Female",""
"ACH-002334","SS1A_SOFT_TISSUE",NA,"SYNS","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","SYNS","",NA,"Unknown","Unknown",""
"ACH-002336","HCET_UPPER_AERODIGESTIVE_TRACT",NA,"ZIMMEPCOR","Eye","Non-Cancerous","Immortalized Epithelial Cells, Corneal, Differentiated","","",49,"Adult","Female",""
"ACH-002337","JHU028_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Primary",52,"Adult","Male","caucasian"
"ACH-002338","M980513_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",32,"Adult","Female",""
"ACH-002339","MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HCL","Lymphoid","Mature B-Cell Neoplasms","Hairy Cell Leukemia","HCL","",33,"Adult","Male",""
"ACH-002340","NBSUSSR_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",18,"Adult","Male","asian"
"ACH-002342","BB30PBL_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",NA,"Unknown","Female",""
"ACH-002343","BB49EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",70,"Adult","Female",""
"ACH-002344","BB65EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Male",""
"ACH-002345","CAR1_LARGE_INTESTINE",NA,"READ","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","READ","Metastatic",70,"Adult","Male",""
"ACH-002346","CP50EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Male",""
"ACH-002347","CP66EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Male",""
"ACH-002348","DIPG007_CENTRAL_NERVOUS_SYSTEM",NA,"DIPG","CNS/Brain","Diffuse Glioma","Diffuse Intrinsic Pontine Glioma","DIPG","Primary",6,"Pediatric","Unknown",""
"ACH-002349","GBM001_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","",NA,"Unknown","Unknown",""
"ACH-002350","HA7EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Male",""
"ACH-002351","L542_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Female",""
"ACH-002352","LB1047EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Female",""
"ACH-002353","LB2241EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Male",""
"ACH-002354","LB2518EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Female",""
"ACH-002355","LB373EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",NA,"Unknown","Female",""
"ACH-002356","LB647PBL_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",NA,"Unknown","Male",""
"ACH-002357","LB771PBL_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",NA,"Unknown","Male",""
"ACH-002358","LB831EBV_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",65,"Adult","Male",""
"ACH-002360","MZ1B_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",46,"Adult","Male",""
"ACH-002361","MZ7B_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",25,"Adult","Female",""
"ACH-002362","NCIBL128_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",60,"Adult","Male",""
"ACH-002363","NCIBL1395_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",55,"Adult","Female","caucasian"
"ACH-002364","NCIBL1437_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",60,"Adult","Male","caucasian"
"ACH-002365","NCIBL1770_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",57,"Adult","Male",""
"ACH-002366","NCIBL2009_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",68,"Adult","Female","caucasian"
"ACH-002367","NCIBL2052_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",65,"Adult","Male","caucasian"
"ACH-002368","NCIBL2087_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",69,"Adult","Male","caucasian"
"ACH-002369","NCIBL209_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",55,"Adult","Male","caucasian"
"ACH-002370","NCIBL2122_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",46,"Adult","Female","caucasian"
"ACH-002371","NCIBL2126_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",65,"Adult","Male","caucasian"
"ACH-002372","NCIBL2171_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",50,"Adult","Male","caucasian"
"ACH-002373","HCC1187_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",41,"Adult","Female","caucasian"
"ACH-002374","HCC1599_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",44,"Adult","Female","caucasian"
"ACH-002375","HCC1937_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",24,"Adult","Female","caucasian"
"ACH-002376","LS1034_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",54,"Adult","Male","caucasian"
"ACH-002377","HCC38_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",50,"Adult","Female","caucasian"
"ACH-002378","HCC1143_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",52,"Adult","Female",""
"ACH-002379","J82_MATCHED_NORMAL_TISSUE",NA,"ZMNOR","Normal","Non-Cancerous","Matched Normal","","",58,"Adult","Male","caucasian"
"ACH-002380","COLO829_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",45,"Adult","Male","caucasian"
"ACH-002381","HCC2157_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",48,"Adult","Female","black_or_african_american"
"ACH-002382","HCC1395_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",43,"Adult","Female","caucasian"
"ACH-002383","HCC2218_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",38,"Adult","Female","caucasian"
"ACH-002384","HCC1954_MATCHED_NORMAL_TISSUE",NA,"ZMNORBL","Lymphoid","Non-Cancerous","Matched Normal","","",61,"Adult","Female","east_indian"
"ACH-002386","M00921_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",64,"Adult","Female",""
"ACH-002387","M1203273_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Unknown",""
"ACH-002388","MET2B_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Unknown",""
"ACH-002389","ACN_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",3,"Pediatric","Male",""
"ACH-002392","SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"FL","Lymphoid","Mature B-Cell Neoplasms","Follicular Lymphoma","FL","Metastatic",67,"Adult","Male","unknown"
"ACH-002397","KMH2_THYROID",NA,"THAP","Thyroid","Anaplastic Thyroid Cancer","Anaplastic Thyroid Cancer","THAP","",71,"Adult","Male",""
"ACH-002399","21NT_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Primary",36,"Adult","Female",""
"ACH-002400","21MT1_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",37,"Adult","Female",""
"ACH-002401","21MT2_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",37,"Adult","Female",""
"ACH-002403","CCLFMELM0001T_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",53,"Adult","Male",""
"ACH-002404","CCLFMELM0002T_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",77,"Adult","Male",""
"ACH-002405","CCLFMELM0003T_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",67,"Adult","Male",""
"ACH-002407","CCLFMELM0005T_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",72,"Adult","Male",""
"ACH-002409","CCLFNEURO0006T_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",63,"Adult","Male","asian"
"ACH-002419","CCLFOVPA0001T_OVARY",NA,"UCS","Uterus","Endometrial Carcinoma","Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","UCS","Primary",NA,"Unknown","Female",""
"ACH-002431","CCLFPEDS0014T1_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Primary",2,"Pediatric","Male","hispanic_or_latino"
"ACH-002433","CCLFPEDS0019T_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",NA,"Pediatric","Male",""
"ACH-002435","CCLFPEDS0022T_KIDNEY",NA,"WT","Kidney","Wilms' Tumor","Wilms' Tumor","WT","Primary",0,"Pediatric","Male","caucasian"
"ACH-002438","CCLFPEDS0026T_KIDNEY",NA,"WT","Kidney","Wilms' Tumor","Wilms' Tumor","WT","Metastatic",4,"Pediatric","Male","caucasian"
"ACH-002440","CCLFTHYR0008T_THYROID",NA,"THPA","Thyroid","Well-Differentiated Thyroid Cancer","Papillary Thyroid Cancer","THPA","Metastatic",75,"Adult","Male","caucasian"
"ACH-002444","CCLFUPGI0003T_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",70,"Adult","Male","black_or_african_american"
"ACH-002445","CCLFUPGI0004T_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",70,"Adult","Male","black_or_african_american"
"ACH-002446","CCLFUPGI0005T_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",70,"Adult","Male","caucasian"
"ACH-002458","HT144_SKIN_FV1_RESISTANT",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",29,"Adult","Male","caucasian"
"ACH-002459","HT144_SKIN_FV3_RESISTANT",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",29,"Adult","Male","caucasian"
"ACH-002460","HT144_SKIN_FV2_RESISTANT",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",29,"Adult","Male","caucasian"
"ACH-002461","RVH421_SKIN_FV1_RESISTANT",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",28,"Adult","Male","caucasian"
"ACH-002462","RPE1SS48_ENGINEERED",NA,"ZIMMEPCRT","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","","",NA,"Unknown","Female",""
"ACH-002463","RPE1SS77_ENGINEERED",NA,"ZIMMEPCRT","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","","",NA,"Unknown","Female",""
"ACH-002464","RPE1SS6_ENGINEERED",NA,"ZIMMEPCRT","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","","",NA,"Unknown","Female",""
"ACH-002465","RPE1SS119_ENGINEERED",NA,"ZIMMEPCRT","Eye","Non-Cancerous","Immortalized Epithelial Cells, Retinal","","",NA,"Unknown","Female",""
